TransactionID,Items
2245,"specialty cheese, semi-finished bread, frozen fish, organic products, liver loaf"
2246,"cream, abrasive cleaner, sparkling wine, chicken, curd"
2247,"decalcifier, semi-finished bread, organic products, bags"
2248,"frozen fish, processed cheese, organic products, finished products, hard cheese, whipped/sour cream"
2249,"chicken, rice"
2250,"syrup, brandy"
2251,"specialty cheese, processed cheese, syrup, snack products, decalcifier, canned beer"
2252,"cream cheese, sparkling wine, canned beer"
2253,"sparkling wine, finished products"
2254,"frozen fish, abrasive cleaner, sparkling wine"
2255,"processed cheese, prosecco, snack products, whipped/sour cream"
2256,"abrasive cleaner, finished products, rice, cream cheese, tropical fruit, frozen fish"
2257,"rice, whipped/sour cream, sparkling wine, organic products, liver loaf, bottled beer, frozen fish"
2258,"rice, chicken, butter milk, liver loaf, bottled beer, abrasive cleaner"
2259,"prosecco, baby cosmetics, specialty cheese"
2260,"tropical fruit, decalcifier, frozen fish, curd, processed cheese, misc. beverages, liver loaf"
2261,"tropical fruit, salt, chicken, syrup"
2262,"finished products, misc. beverages, organic products"
2263,"processed cheese, cream cheese, syrup"
2264,"processed cheese, specialty cheese, bags, whipped/sour cream, abrasive cleaner, finished products, canned beer"
2265,"misc. beverages, butter milk"
2266,"hard cheese, cream cheese"
2267,"decalcifier, chicken"
2268,"canned beer, baby cosmetics, chicken, organic products, cream, tropical fruit"
2269,"rice, curd, cream"
2270,"processed cheese, tropical fruit, decalcifier, rice, prosecco, finished products, whipped/sour cream"
2271,"bottled beer, cream cheese, misc. beverages, rice, tropical fruit"
2272,"cream cheese, baby cosmetics, curd, whipped/sour cream, specialty cheese, semi-finished bread"
2273,"decalcifier, semi-finished bread, tropical fruit, organic products"
2274,"whipped/sour cream, bags, finished products, snack products, salt"
2275,"abrasive cleaner, bags"
2276,"organic products, salt, tropical fruit, processed cheese, misc. beverages, cream cheese, prosecco"
2277,"frozen fish, processed cheese, misc. beverages"
2278,"frozen fish, liver loaf, cream, rice, whipped/sour cream, finished products, processed cheese"
2279,"baby cosmetics, decalcifier, whipped/sour cream"
2280,"misc. beverages, whipped/sour cream, liver loaf, baby cosmetics"
2281,"whipped/sour cream, misc. beverages, specialty cheese"
2282,"rice, sparkling wine, bottled beer, semi-finished bread, canned beer, organic products, brandy"
2283,"rice, hard cheese, syrup, semi-finished bread"
2284,"whipped/sour cream, rice, prosecco, tropical fruit, snack products, abrasive cleaner"
2285,"sparkling wine, finished products, liver loaf"
2286,"brandy, syrup, hard cheese"
2287,"baby cosmetics, tropical fruit, hard cheese, processed cheese"
2288,"abrasive cleaner, chicken, snack products, salt"
2289,"frozen potato products, salt, finished products, whipped/sour cream, brandy, specialty cheese, semi-finished bread"
2290,"finished products, rice, processed cheese"
2291,"butter milk, snack products, finished products, misc. beverages, canned beer"
2292,"tropical fruit, hard cheese, canned beer, snack products, prosecco, finished products, bottled beer"
2293,"cream, processed cheese, bottled beer, brandy, canned beer, tropical fruit, finished products"
2294,"baby cosmetics, cream cheese, canned beer, curd"
2295,"snack products, baby cosmetics"
2296,"cream, snack products"
2297,"butter milk, salt, sparkling wine, snack products, whipped/sour cream, cream cheese"
2298,"baby cosmetics, whipped/sour cream, butter milk, prosecco, liver loaf"
2299,"sparkling wine, organic products, frozen potato products"
2300,"canned beer, bags, cream cheese"
2301,"liver loaf, hard cheese, curd, cream, misc. beverages, syrup, cream cheese"
2302,"prosecco, liver loaf, baby cosmetics, brandy, hard cheese, misc. beverages"
2303,"processed cheese, baby cosmetics"
2304,"snack products, tropical fruit, bottled beer"
2305,"organic products, curd, hard cheese, bags"
2306,"liver loaf, salt, cream cheese, butter milk, misc. beverages, prosecco"
2307,"brandy, bags, specialty cheese, salt, processed cheese"
2308,"snack products, sparkling wine, whipped/sour cream, bottled beer, frozen potato products, butter milk"
2309,"snack products, butter milk, cream, brandy, salt"
2310,"canned beer, tropical fruit, rice, decalcifier, frozen fish, organic products"
2311,"curd, chicken, liver loaf, tropical fruit, salt"
2312,"salt, cream, syrup, finished products"
2313,"finished products, specialty cheese, curd, snack products"
2314,"abrasive cleaner, hard cheese, rice"
2315,"frozen fish, frozen potato products, decalcifier, semi-finished bread, whipped/sour cream"
2316,"syrup, rice, sparkling wine, misc. beverages, prosecco, chicken"
2317,"organic products, baby cosmetics, salt"
2318,"canned beer, frozen fish"
2319,"butter milk, syrup, liver loaf, organic products, prosecco, curd"
2320,"specialty cheese, whipped/sour cream, snack products, bags, chicken, frozen fish, hard cheese"
2321,"cream cheese, prosecco, bottled beer"
2322,"salt, rice, chicken"
2323,"finished products, specialty cheese, tropical fruit, organic products"
2324,"syrup, snack products, canned beer, sparkling wine, frozen fish, liver loaf, finished products"
2325,"baby cosmetics, salt, syrup"
2326,"processed cheese, specialty cheese, hard cheese, liver loaf"
2327,"tropical fruit, decalcifier, liver loaf, prosecco, snack products"
2328,"cream cheese, hard cheese, prosecco, abrasive cleaner, finished products"
2329,"cream cheese, rice"
2330,"cream cheese, processed cheese, prosecco, frozen potato products"
2331,"organic products, semi-finished bread, tropical fruit, abrasive cleaner, canned beer"
2332,"abrasive cleaner, misc. beverages"
2333,"semi-finished bread, butter milk, chicken, cream cheese, processed cheese, canned beer"
2334,"canned beer, processed cheese, misc. beverages, abrasive cleaner, curd"
2335,"frozen fish, organic products, butter milk, brandy, bags, whipped/sour cream"
2336,"salt, sparkling wine, decalcifier, frozen potato products, liver loaf, specialty cheese, baby cosmetics"
2337,"frozen potato products, canned beer, snack products, syrup"
2338,"cream, specialty cheese"
2339,"rice, cream cheese, frozen fish, tropical fruit, frozen potato products, butter milk"
2340,"liver loaf, rice, sparkling wine, tropical fruit"
2341,"processed cheese, specialty cheese, prosecco"
2342,"frozen potato products, liver loaf, hard cheese, syrup, finished products, butter milk"
2343,"misc. beverages, snack products"
2344,"semi-finished bread, liver loaf"
2345,"specialty cheese, baby cosmetics, semi-finished bread, snack products, organic products, frozen potato products, bags"
2346,"liver loaf, salt, bags, hard cheese, frozen fish"
2347,"misc. beverages, semi-finished bread, rice, brandy, salt, frozen fish, finished products"
2348,"salt, specialty cheese, organic products"
2349,"curd, brandy, whipped/sour cream, misc. beverages"
2350,"chicken, hard cheese, syrup, salt, misc. beverages, decalcifier, prosecco"
2351,"butter milk, canned beer, finished products, tropical fruit"
2352,"decalcifier, butter milk, bags, organic products, salt, frozen fish"
2353,"syrup, bags, abrasive cleaner, bottled beer, brandy"
2354,"whipped/sour cream, semi-finished bread, finished products"
2355,"whipped/sour cream, bags, salt, sparkling wine, liver loaf, baby cosmetics, semi-finished bread"
2356,"liver loaf, baby cosmetics, canned beer, rice"
2357,"canned beer, semi-finished bread, hard cheese, decalcifier, bottled beer"
2358,"organic products, misc. beverages, sparkling wine, bags, whipped/sour cream, cream cheese"
2359,"hard cheese, rice, baby cosmetics, bags"
2360,"finished products, specialty cheese, prosecco, abrasive cleaner, bags"
2361,"cream cheese, specialty cheese, decalcifier"
2362,"whipped/sour cream, salt, organic products"
2363,"liver loaf, brandy, curd"
2364,"cream cheese, decalcifier, specialty cheese"
2365,"prosecco, bags, whipped/sour cream, snack products"
2366,"chicken, canned beer, liver loaf, butter milk, decalcifier"
2367,"frozen fish, organic products, chicken, curd, rice, frozen potato products, misc. beverages"
2368,"snack products, bottled beer"
2369,"snack products, baby cosmetics, specialty cheese, prosecco, misc. beverages, finished products, canned beer"
2370,"baby cosmetics, misc. beverages, snack products, semi-finished bread, liver loaf, tropical fruit, syrup"
2371,"baby cosmetics, butter milk, misc. beverages, whipped/sour cream, brandy, cream cheese, curd"
2372,"tropical fruit, syrup"
2373,"organic products, canned beer, chicken"
2374,"syrup, cream cheese, liver loaf"
2375,"frozen potato products, snack products, canned beer, cream cheese, organic products, specialty cheese, finished products"
2376,"tropical fruit, frozen fish, bags, salt, bottled beer, processed cheese"
2377,"bags, abrasive cleaner"
2378,"bags, syrup, semi-finished bread, snack products, processed cheese, canned beer"
2379,"butter milk, prosecco"
2380,"abrasive cleaner, rice, bottled beer, sparkling wine, frozen fish, prosecco, brandy"
2381,"canned beer, bags, baby cosmetics, butter milk, prosecco, organic products, sparkling wine"
2382,"semi-finished bread, abrasive cleaner, prosecco, frozen potato products, decalcifier, liver loaf"
2383,"chicken, frozen potato products, cream, canned beer"
2384,"syrup, decalcifier, hard cheese, bottled beer, chicken, salt"
2385,"baby cosmetics, finished products, prosecco, semi-finished bread, whipped/sour cream, frozen fish"
2386,"specialty cheese, chicken, cream cheese, misc. beverages"
2387,"baby cosmetics, hard cheese, cream, misc. beverages, specialty cheese, semi-finished bread"
2388,"salt, syrup, processed cheese, sparkling wine, abrasive cleaner, snack products, chicken"
2389,"bags, specialty cheese, organic products, rice, cream cheese, bottled beer"
2390,"abrasive cleaner, bags, prosecco, organic products, hard cheese, liver loaf"
2391,"frozen fish, baby cosmetics, tropical fruit, brandy, processed cheese, bottled beer"
2392,"semi-finished bread, cream cheese, baby cosmetics, syrup, brandy, curd, butter milk"
2393,"organic products, bags, chicken"
2394,"decalcifier, cream cheese, frozen potato products, chicken, snack products, liver loaf, finished products"
2395,"decalcifier, butter milk"
2396,"prosecco, salt, misc. beverages, organic products"
2397,"tropical fruit, chicken, snack products"
2398,"canned beer, decalcifier, frozen fish, specialty cheese, tropical fruit"
2399,"frozen potato products, prosecco, bottled beer"
2400,"organic products, cream, snack products, butter milk, processed cheese, rice"
2401,"baby cosmetics, tropical fruit, rice, whipped/sour cream, misc. beverages, syrup"
2402,"frozen fish, processed cheese, chicken, abrasive cleaner, hard cheese, syrup, brandy"
2403,"abrasive cleaner, liver loaf, finished products"
2404,"cream, snack products, cream cheese, rice, syrup, organic products"
2405,"specialty cheese, butter milk"
2406,"baby cosmetics, decalcifier, syrup, tropical fruit"
2407,"prosecco, sparkling wine"
2408,"prosecco, frozen fish, rice"
2409,"snack products, rice, abrasive cleaner"
2410,"rice, snack products, canned beer"
2411,"frozen potato products, finished products, bottled beer, cream, liver loaf, frozen fish"
2412,"snack products, rice, organic products, baby cosmetics, frozen fish, liver loaf"
2413,"finished products, brandy, butter milk"
2414,"processed cheese, butter milk, bags, frozen potato products, bottled beer, frozen fish, brandy"
2415,"decalcifier, baby cosmetics, organic products"
2416,"prosecco, abrasive cleaner, semi-finished bread, misc. beverages, liver loaf, chicken"
2417,"sparkling wine, bags, liver loaf, cream cheese, canned beer, finished products"
2418,"whipped/sour cream, cream, syrup"
2419,"cream, bags"
2420,"specialty cheese, cream, curd, prosecco, brandy, semi-finished bread"
2421,"cream cheese, processed cheese, cream, whipped/sour cream, tropical fruit"
2422,"canned beer, frozen potato products, brandy, snack products"
2423,"rice, bags, whipped/sour cream, bottled beer, frozen fish, hard cheese"
2424,"frozen potato products, bottled beer, processed cheese, frozen fish, snack products"
2425,"specialty cheese, chicken, whipped/sour cream"
2426,"baby cosmetics, organic products, abrasive cleaner, bottled beer, chicken, whipped/sour cream, cream"
2427,"abrasive cleaner, finished products, chicken, brandy, frozen fish, tropical fruit"
2428,"whipped/sour cream, salt, tropical fruit, finished products, semi-finished bread, rice"
2429,"prosecco, butter milk, curd"
2430,"canned beer, processed cheese, frozen fish, hard cheese"
2431,"sparkling wine, bags, rice, cream, bottled beer"
2432,"specialty cheese, liver loaf, frozen potato products, snack products, curd"
2433,"tropical fruit, organic products, chicken"
2434,"prosecco, processed cheese"
2435,"specialty cheese, decalcifier"
2436,"chicken, baby cosmetics, cream, cream cheese"
2437,"tropical fruit, brandy"
2438,"curd, liver loaf"
2439,"rice, syrup"
2440,"baby cosmetics, bags, processed cheese, decalcifier, liver loaf, finished products"
2441,"frozen fish, bottled beer, processed cheese"
2442,"whipped/sour cream, processed cheese, semi-finished bread, butter milk, prosecco, curd"
2443,"processed cheese, salt, snack products"
2444,"prosecco, tropical fruit"
2445,"bottled beer, snack products, liver loaf, chicken, curd"
2446,"organic products, decalcifier, butter milk, tropical fruit, bottled beer, misc. beverages, frozen fish"
2447,"bottled beer, sparkling wine"
2448,"hard cheese, cream cheese, canned beer, prosecco"
2449,"brandy, canned beer"
2450,"salt, hard cheese, bottled beer, finished products"
2451,"snack products, bags, syrup, whipped/sour cream, abrasive cleaner"
2452,"semi-finished bread, decalcifier, liver loaf, salt"
2453,"curd, semi-finished bread"
2454,"baby cosmetics, frozen potato products"
2455,"chicken, processed cheese, whipped/sour cream, brandy, salt, cream cheese"
2456,"tropical fruit, brandy"
2457,"bags, syrup, salt, canned beer, prosecco"
2458,"syrup, chicken, butter milk, bottled beer"
2459,"bottled beer, sparkling wine, specialty cheese, cream cheese"
2460,"chicken, butter milk, liver loaf, finished products, tropical fruit, misc. beverages, baby cosmetics"
2461,"canned beer, processed cheese, prosecco, cream, abrasive cleaner, misc. beverages, decalcifier"
2462,"brandy, syrup, processed cheese, organic products, rice"
2463,"semi-finished bread, bags, frozen potato products, syrup, canned beer"
2464,"sparkling wine, butter milk, hard cheese"
2465,"misc. beverages, baby cosmetics, abrasive cleaner, specialty cheese, frozen potato products, decalcifier"
2466,"misc. beverages, organic products, syrup, salt, baby cosmetics"
2467,"semi-finished bread, sparkling wine, misc. beverages, chicken"
2468,"snack products, chicken, specialty cheese, prosecco, rice, canned beer, curd"
2469,"abrasive cleaner, bags"
2470,"canned beer, organic products, decalcifier, semi-finished bread"
2471,"canned beer, bottled beer, bags"
2472,"specialty cheese, whipped/sour cream"
2473,"canned beer, hard cheese, specialty cheese, finished products"
2474,"curd, finished products, frozen fish, semi-finished bread, decalcifier, liver loaf, rice"
2475,"liver loaf, finished products"
2476,"organic products, specialty cheese, syrup"
2477,"abrasive cleaner, finished products, cream, tropical fruit, specialty cheese"
2478,"sparkling wine, bags, curd, finished products, specialty cheese, chicken, organic products"
2479,"chicken, brandy, semi-finished bread"
2480,"syrup, frozen fish"
2481,"frozen fish, processed cheese, cream, liver loaf, chicken"
2482,"brandy, salt, prosecco"
2483,"rice, cream cheese, butter milk, tropical fruit, curd"
2484,"brandy, snack products, decalcifier, salt, processed cheese, organic products"
2485,"decalcifier, tropical fruit, sparkling wine, curd, baby cosmetics, chicken"
2486,"canned beer, abrasive cleaner, curd, syrup, butter milk"
2487,"misc. beverages, syrup, liver loaf, finished products, bottled beer"
2488,"abrasive cleaner, frozen potato products, finished products, canned beer, baby cosmetics, misc. beverages, snack products"
2489,"salt, prosecco, baby cosmetics, liver loaf, tropical fruit"
2490,"cream, syrup, abrasive cleaner, whipped/sour cream, chicken, butter milk, frozen potato products"
2491,"rice, bags, syrup"
2492,"sparkling wine, frozen fish"
2493,"prosecco, semi-finished bread, liver loaf, specialty cheese, decalcifier, salt"
2494,"processed cheese, baby cosmetics, snack products, frozen fish"
2495,"tropical fruit, specialty cheese, liver loaf"
2496,"frozen fish, liver loaf, rice, chicken, tropical fruit, brandy"
2497,"brandy, butter milk"
2498,"frozen potato products, chicken, semi-finished bread"
2499,"snack products, butter milk, curd, semi-finished bread, syrup"
2500,"rice, butter milk, bottled beer, whipped/sour cream"
2501,"whipped/sour cream, butter milk, curd, canned beer, sparkling wine, brandy, tropical fruit"
2502,"butter milk, snack products, curd, bags, tropical fruit, canned beer, chicken"
2503,"sparkling wine, semi-finished bread, syrup, bottled beer"
2504,"specialty cheese, finished products, chicken, baby cosmetics, curd, snack products, syrup"
2505,"frozen potato products, prosecco, liver loaf, chicken, misc. beverages, snack products"
2506,"frozen fish, tropical fruit, chicken, baby cosmetics, frozen potato products, abrasive cleaner, sparkling wine"
2507,"bottled beer, decalcifier, bags, organic products"
2508,"cream cheese, abrasive cleaner, cream, misc. beverages, prosecco, snack products"
2509,"finished products, abrasive cleaner, hard cheese, cream cheese, whipped/sour cream"
2510,"bottled beer, tropical fruit, liver loaf, chicken, finished products, prosecco, canned beer"
2511,"bottled beer, decalcifier, organic products"
2512,"tropical fruit, syrup, decalcifier, rice, sparkling wine, snack products"
2513,"bottled beer, rice, syrup"
2514,"cream, semi-finished bread"
2515,"abrasive cleaner, sparkling wine"
2516,"semi-finished bread, decalcifier"
2517,"butter milk, bottled beer"
2518,"semi-finished bread, whipped/sour cream"
2519,"rice, sparkling wine"
2520,"semi-finished bread, processed cheese"
2521,"liver loaf, chicken"
2522,"abrasive cleaner, chicken"
2523,"misc. beverages, decalcifier, finished products, abrasive cleaner, cream"
2524,"decalcifier, curd"
2525,"syrup, bags, cream, abrasive cleaner"
2526,"tropical fruit, whipped/sour cream, brandy, syrup, frozen fish"
2527,"liver loaf, hard cheese, brandy, butter milk"
2528,"sparkling wine, cream"
2529,"hard cheese, baby cosmetics, misc. beverages"
2530,"semi-finished bread, syrup"
2531,"bottled beer, butter milk, misc. beverages, tropical fruit"
2532,"canned beer, semi-finished bread, hard cheese, frozen potato products, decalcifier, prosecco, butter milk"
2533,"syrup, prosecco, rice, sparkling wine, decalcifier, semi-finished bread"
2534,"decalcifier, canned beer, brandy, specialty cheese, processed cheese"
2535,"prosecco, liver loaf"
2536,"semi-finished bread, sparkling wine, butter milk, misc. beverages, chicken, rice"
2537,"abrasive cleaner, whipped/sour cream, rice, liver loaf"
2538,"sparkling wine, abrasive cleaner, canned beer, semi-finished bread"
2539,"bags, curd, frozen potato products"
2540,"misc. beverages, hard cheese, tropical fruit, finished products, frozen fish"
2541,"liver loaf, chicken, semi-finished bread, processed cheese"
2542,"abrasive cleaner, canned beer, bags, curd"
2543,"cream, processed cheese, chicken, tropical fruit, hard cheese"
2544,"tropical fruit, butter milk"
2545,"semi-finished bread, decalcifier, salt, syrup, bottled beer, whipped/sour cream"
2546,"tropical fruit, processed cheese, finished products, chicken, liver loaf, bags"
2547,"curd, hard cheese"
2548,"rice, organic products, whipped/sour cream, sparkling wine, cream cheese"
2549,"salt, snack products"
2550,"syrup, butter milk, whipped/sour cream, semi-finished bread, snack products"
2551,"bags, cream, misc. beverages"
2552,"sparkling wine, frozen fish"
2553,"organic products, prosecco"
2554,"liver loaf, snack products, bottled beer, canned beer, processed cheese, frozen fish"
2555,"tropical fruit, sparkling wine"
2556,"brandy, tropical fruit, processed cheese"
2557,"organic products, finished products, specialty cheese"
2558,"syrup, frozen fish, misc. beverages, butter milk"
2559,"abrasive cleaner, baby cosmetics"
2560,"canned beer, syrup, bottled beer"
2561,"salt, cream, whipped/sour cream"
2562,"baby cosmetics, brandy, semi-finished bread, frozen potato products, tropical fruit, processed cheese, bottled beer"
2563,"salt, cream cheese, brandy, chicken, bags, tropical fruit, rice"
2564,"salt, butter milk, sparkling wine, hard cheese, snack products, bottled beer"
2565,"chicken, baby cosmetics, liver loaf"
2566,"abrasive cleaner, salt, bags, brandy, chicken"
2567,"tropical fruit, brandy"
2568,"liver loaf, baby cosmetics, bags"
2569,"abrasive cleaner, syrup, cream"
2570,"specialty cheese, baby cosmetics, prosecco"
2571,"rice, processed cheese, whipped/sour cream, bottled beer"
2572,"salt, bottled beer, frozen potato products, abrasive cleaner, liver loaf"
2573,"misc. beverages, prosecco, abrasive cleaner, tropical fruit, brandy, syrup, rice"
2574,"processed cheese, snack products, curd, cream cheese, syrup, finished products, sparkling wine"
2575,"finished products, snack products"
2576,"organic products, brandy, canned beer, whipped/sour cream, rice"
2577,"liver loaf, hard cheese"
2578,"rice, baby cosmetics, snack products, brandy, abrasive cleaner, liver loaf"
2579,"processed cheese, syrup, prosecco, decalcifier, hard cheese"
2580,"curd, rice, snack products, organic products, canned beer"
2581,"brandy, whipped/sour cream, processed cheese, hard cheese, semi-finished bread"
2582,"organic products, bottled beer, decalcifier, salt"
2583,"prosecco, salt, cream, rice, bags, bottled beer, decalcifier"
2584,"finished products, bottled beer"
2585,"organic products, specialty cheese, processed cheese"
2586,"semi-finished bread, abrasive cleaner, organic products"
2587,"canned beer, organic products, frozen potato products"
2588,"semi-finished bread, brandy, frozen potato products, organic products, baby cosmetics"
2589,"syrup, cream cheese, abrasive cleaner, bottled beer, processed cheese, salt, prosecco"
2590,"frozen fish, bags, decalcifier, snack products, canned beer, hard cheese, baby cosmetics"
2591,"syrup, rice, semi-finished bread, curd"
2592,"baby cosmetics, processed cheese, curd, frozen potato products"
2593,"canned beer, whipped/sour cream, syrup, abrasive cleaner, butter milk, decalcifier"
2594,"decalcifier, chicken"
2595,"decalcifier, baby cosmetics, organic products, chicken, bottled beer, cream cheese, frozen potato products"
2596,"semi-finished bread, bags, frozen fish"
2597,"rice, baby cosmetics, organic products, tropical fruit"
2598,"curd, brandy, semi-finished bread, chicken, specialty cheese, canned beer, bags"
2599,"bags, whipped/sour cream, canned beer, cream, bottled beer, prosecco"
2600,"abrasive cleaner, chicken, finished products, frozen fish"
2601,"cream cheese, chicken, decalcifier, rice, canned beer, prosecco, bags"
2602,"syrup, semi-finished bread, abrasive cleaner, butter milk, specialty cheese, organic products"
2603,"baby cosmetics, processed cheese, abrasive cleaner, semi-finished bread, chicken"
2604,"misc. beverages, finished products, canned beer, rice, frozen fish, tropical fruit, snack products"
2605,"canned beer, rice, semi-finished bread, processed cheese"
2606,"bottled beer, cream cheese"
2607,"misc. beverages, curd, sparkling wine, cream, chicken, butter milk, hard cheese"
2608,"snack products, bags, frozen potato products, rice, sparkling wine"
2609,"specialty cheese, hard cheese, bottled beer"
2610,"syrup, whipped/sour cream, baby cosmetics, specialty cheese"
2611,"rice, bags, semi-finished bread, snack products, tropical fruit, frozen potato products, processed cheese"
2612,"baby cosmetics, specialty cheese"
2613,"sparkling wine, rice, cream, processed cheese"
2614,"bags, semi-finished bread, frozen fish, frozen potato products, butter milk"
2615,"specialty cheese, tropical fruit, organic products, butter milk"
2616,"canned beer, decalcifier"
2617,"hard cheese, misc. beverages, semi-finished bread, frozen fish, decalcifier, whipped/sour cream, frozen potato products"
2618,"prosecco, snack products, whipped/sour cream, liver loaf, butter milk"
2619,"syrup, decalcifier, prosecco, semi-finished bread, finished products, salt"
2620,"finished products, processed cheese"
2621,"frozen fish, bottled beer, chicken, specialty cheese"
2622,"bags, organic products, curd, butter milk"
2623,"sparkling wine, syrup, bottled beer"
2624,"decalcifier, processed cheese, semi-finished bread, salt, specialty cheese, brandy"
2625,"abrasive cleaner, curd, decalcifier, frozen fish, whipped/sour cream, misc. beverages"
2626,"semi-finished bread, tropical fruit, bottled beer, canned beer"
2627,"brandy, cream cheese, abrasive cleaner, cream, butter milk, semi-finished bread"
2628,"syrup, frozen fish, decalcifier"
2629,"brandy, butter milk, canned beer, decalcifier, tropical fruit, processed cheese"
2630,"processed cheese, chicken, baby cosmetics"
2631,"abrasive cleaner, bags, frozen fish, whipped/sour cream, organic products, specialty cheese, tropical fruit"
2632,"brandy, liver loaf, organic products, tropical fruit, frozen fish, frozen potato products"
2633,"whipped/sour cream, curd"
2634,"chicken, snack products, salt, curd, tropical fruit, misc. beverages"
2635,"processed cheese, organic products, tropical fruit, baby cosmetics, finished products, rice, cream cheese"
2636,"canned beer, butter milk, hard cheese, misc. beverages, sparkling wine, specialty cheese"
2637,"organic products, hard cheese, sparkling wine, misc. beverages"
2638,"hard cheese, frozen fish, canned beer, organic products, finished products"
2639,"semi-finished bread, misc. beverages, specialty cheese, cream cheese, salt, sparkling wine"
2640,"tropical fruit, chicken, finished products, baby cosmetics, syrup, abrasive cleaner, frozen potato products"
2641,"frozen fish, canned beer, frozen potato products, semi-finished bread, rice, chicken"
2642,"bags, syrup"
2643,"baby cosmetics, finished products, rice, organic products, canned beer, bottled beer"
2644,"bags, frozen fish, finished products, prosecco, curd, tropical fruit, semi-finished bread"
2645,"butter milk, abrasive cleaner, brandy"
2646,"hard cheese, processed cheese, chicken, semi-finished bread"
2647,"organic products, sparkling wine, prosecco"
2648,"prosecco, processed cheese, canned beer, bottled beer"
2649,"organic products, decalcifier, canned beer, sparkling wine, brandy"
2650,"butter milk, processed cheese, decalcifier"
2651,"cream, finished products, organic products, whipped/sour cream, prosecco"
2652,"whipped/sour cream, frozen fish, hard cheese"
2653,"butter milk, tropical fruit, bags, snack products, canned beer, cream cheese, hard cheese"
2654,"semi-finished bread, processed cheese"
2655,"misc. beverages, organic products"
2656,"butter milk, cream"
2657,"semi-finished bread, sparkling wine, bottled beer"
2658,"snack products, processed cheese, liver loaf, semi-finished bread, finished products, frozen fish"
2659,"whipped/sour cream, hard cheese"
2660,"cream, baby cosmetics, misc. beverages"
2661,"cream, rice, baby cosmetics, tropical fruit, misc. beverages"
2662,"prosecco, finished products, frozen potato products, cream cheese, brandy, processed cheese, salt"
2663,"tropical fruit, curd, decalcifier, canned beer, hard cheese, organic products"
2664,"processed cheese, chicken, snack products"
2665,"salt, chicken, bottled beer, misc. beverages, curd, rice"
2666,"cream, butter milk, frozen fish, snack products, chicken, bottled beer, canned beer"
2667,"butter milk, decalcifier, chicken, bags, bottled beer"
2668,"misc. beverages, butter milk"
2669,"chicken, hard cheese, finished products, sparkling wine, curd, canned beer, frozen fish"
2670,"sparkling wine, processed cheese, prosecco, chicken, specialty cheese, cream, bags"
2671,"decalcifier, bottled beer, frozen fish, syrup, frozen potato products"
2672,"bottled beer, decalcifier, prosecco, whipped/sour cream, organic products, misc. beverages, finished products"
2673,"syrup, curd"
2674,"abrasive cleaner, hard cheese, liver loaf, semi-finished bread, canned beer, specialty cheese, butter milk"
2675,"frozen fish, bags, whipped/sour cream, decalcifier, syrup, curd"
2676,"specialty cheese, processed cheese, curd, prosecco, baby cosmetics, abrasive cleaner"
2677,"sparkling wine, baby cosmetics, organic products, semi-finished bread, decalcifier, specialty cheese"
2678,"specialty cheese, processed cheese, canned beer, organic products"
2679,"cream cheese, misc. beverages, canned beer, sparkling wine, specialty cheese, snack products, brandy"
2680,"sparkling wine, prosecco, frozen fish"
2681,"rice, cream, specialty cheese, frozen potato products"
2682,"misc. beverages, finished products"
2683,"snack products, syrup, curd, frozen potato products"
2684,"abrasive cleaner, frozen potato products"
2685,"whipped/sour cream, liver loaf"
2686,"butter milk, processed cheese, chicken, abrasive cleaner, finished products, semi-finished bread, bottled beer"
2687,"finished products, prosecco, bottled beer, specialty cheese, liver loaf, snack products"
2688,"brandy, misc. beverages, processed cheese, decalcifier, salt, specialty cheese, liver loaf"
2689,"snack products, misc. beverages, canned beer, finished products, butter milk"
2690,"cream cheese, finished products, butter milk, whipped/sour cream, processed cheese"
2691,"rice, semi-finished bread, processed cheese, abrasive cleaner"
2692,"hard cheese, salt, tropical fruit, misc. beverages, rice, baby cosmetics"
2693,"specialty cheese, baby cosmetics, snack products, whipped/sour cream, bags, cream"
2694,"decalcifier, frozen fish, bags, brandy, hard cheese, abrasive cleaner"
2695,"finished products, snack products, frozen potato products, misc. beverages, liver loaf, canned beer"
2696,"processed cheese, canned beer, curd, snack products, chicken, prosecco, frozen potato products"
2697,"frozen potato products, syrup, bags, whipped/sour cream, butter milk"
2698,"specialty cheese, bottled beer, tropical fruit, semi-finished bread, butter milk"
2699,"brandy, decalcifier, canned beer, processed cheese, whipped/sour cream"
2700,"abrasive cleaner, chicken, hard cheese, snack products"
2701,"snack products, processed cheese, finished products"
2702,"salt, frozen potato products, organic products, abrasive cleaner, cream, decalcifier, curd"
2703,"curd, brandy, snack products, butter milk, finished products"
2704,"salt, cream, decalcifier, liver loaf, brandy, bags, bottled beer"
2705,"frozen potato products, syrup, sparkling wine"
2706,"specialty cheese, snack products"
2707,"brandy, cream cheese, decalcifier"
2708,"specialty cheese, hard cheese"
2709,"finished products, baby cosmetics, syrup, decalcifier"
2710,"chicken, hard cheese, bags"
2711,"organic products, liver loaf, cream, syrup, baby cosmetics, hard cheese, prosecco"
2712,"finished products, sparkling wine, prosecco, snack products"
2713,"rice, organic products, liver loaf, cream cheese, misc. beverages, chicken"
2714,"finished products, abrasive cleaner, misc. beverages, decalcifier, bags, salt, bottled beer"
2715,"bottled beer, cream, liver loaf, whipped/sour cream, rice, specialty cheese, prosecco"
2716,"bottled beer, specialty cheese"
